id,pregunta,respuesta,categoria,dificultad,asignado_a,estado,notas,fecha_revision,fuente
154,"�Qu� r�o Europeo al final de su recorrido, forma la frontera entre Austria y Alemania?",Inn,geografia,facil,todos,nueva,,,trivial2b
392,¿Cuál es el elemento más pesado que se encuentra naturalmente?,Uranio,ciencia,dificil,santiago,no_sabia,,2026-03-17,opentriviaqa
603,¿Qué se conmemora el 9 de julio en Argentina?,La Declaración de Independencia (1816),historia_argentina,facil,todos,nueva,,,generada
579,¿Quién inventó la tabla periódica de los elementos?,Dmitri Mendeléyev,ciencia,media,santiago,nueva,,,generada
22,¿Que función tiene la semilla de una planta?,La dispersión y nacimiento de la futura planta,ciencia,facil,todos,nueva,,,trivial2b
214,�Qui�n fue el primer soberano germ�nico de la pen�nsula it�lica?,Constantino I,historia_universal,facil,todos,nueva,,,trivial2b
520,¿Cómo se llama la afición de coleccionar monedas?,Numismática,terminologia,media,santiago,no_sabia,,2026-03-17,generada
284,¿Cuál es la capital de Corea del Sur?,Seúl,geografia,facil,todos,nueva,,,opentriviaqa
319,¿Qué guerra enfrentó al Norte y al Sur de Estados Unidos?,Guerra Civil (o Guerra de Secesión),historia_universal,facil,todos,nueva,,,opentriviaqa
492,¿Cuál es la montaña más alta de la Antártida?,Macizo Vinson,geografia,dificil,tiziano,no_sabia,,2026-03-17,generada
632,"¿Qué filósofo dijo 'Pienso, luego existo' (Cogito ergo sum)?",René Descartes,filosofia,facil,todos,nueva,,,generada
539,¿Qué estudia la herpetología?,Los reptiles y anfibios,terminologia,dificil,santiago,no_sabia,,2026-03-17,generada
550,¿Cuál es el símbolo químico del tungsteno?,W,ciencia,dificil,santiago,nueva,,,generada
351,¿Qué partícula subatómica tiene carga negativa?,Electrón,ciencia,facil,todos,nueva,,,opentriviaqa
135,La capital de Camer�n es...,Yaund�,geografia,facil,todos,nueva,,,trivial2b
113,�Que pasa si Mario Bross coge una flor roja?,Lanza bolas de fuego,otro,facil,todos,nueva,,,trivial2b
377,¿Qué proceso usan las plantas para convertir luz solar en energía?,Fotosíntesis,ciencia,facil,todos,nueva,,,opentriviaqa
515,¿Qué río forma gran parte de la frontera entre Estados Unidos y México?,Río Bravo (o Río Grande),geografia,media,tiziano,nueva,,,generada
299,¿Quién descubrió América en 1492?,Cristóbal Colón,historia_universal,facil,todos,nueva,,,opentriviaqa
449,¿Quién pintó 'La persistencia de la memoria' (los relojes blandos)?,Salvador Dalí,arte,facil,todos,nueva,,,opentriviaqa
32,¿Que tipo de musculo es el bíceps?,Esquelético estriado,ciencia,facil,todos,nueva,,,trivial2b
330,¿En qué año se disolvió la Unión Soviética?,1991,historia_universal,media,marcos,nueva,,,opentriviaqa
15,"¿Que pasó con la primera edición de ""El origen de las especies"", en el que Darwin explicaba su teoría de la evolución?",Se agotó el primer día,ciencia,facil,todos,nueva,,,trivial2b
528,¿Cómo se llama el miedo a los espacios cerrados?,Claustrofobia,terminologia,facil,todos,nueva,,,generada
497,¿Cómo se llama a los habitantes de La Haya?,Hagueños,geografia,dificil,tiziano,nueva,,,generada
56,�Qu� patinador art�stico obtuvo la medalla de oro en los Juegos Ol�mpicos de Invierno celebrados en Calgary en 1988?,Brian Boitano,deportes,facil,todos,nueva,,,trivial2b
610,¿Quién fue Domingo Faustino Sarmiento?,Presidente y promotor de la educación pública,historia_argentina,facil,todos,nueva,,,generada
480,¿Cuál es la capital de Costa de Marfil?,Yamusukro,geografia,dificil,tiziano,nueva,,,generada
260,¿Cuál es el desierto más grande del mundo?,Sahara,geografia,facil,todos,nueva,,,opentriviaqa
155,�Cu�l es la capital de la Rep�blica Centroafricana?,Bangui,geografia,facil,todos,nueva,,,trivial2b
452,¿Quién pintó 'El grito'?,Edvard Munch,arte,facil,todos,nueva,,,opentriviaqa
374,¿Cuál es el componente principal de los huesos?,Calcio (fosfato de calcio),ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
109,En la serie de Pokemon �como se llama el protagonista principal?,Ash,otro,facil,todos,nueva,,,trivial2b
326,¿Qué país fue dividido en dos por el paralelo 38?,Corea,historia_universal,media,marcos,nueva,,,opentriviaqa
498,¿Cómo se llama a los habitantes de Chipre?,Chipriotas,geografia,media,tiziano,no_sabia,,2026-03-17,generada
474,¿Cuál es la capital de Mongolia?,Ulán Bator,geografia,dificil,tiziano,no_sabia,,2026-03-17,generada
111,"En el juego de Mario Bross �como se llama, en ingles, la princesa que ha de rescatar el jugador que controla a Mario?",Melocot�n,otro,facil,todos,nueva,,,trivial2b
85,"En los Juegos de Los �ngeles, en 1984, �cu�ntos pa�ses del bloque sovi�tico no participaron en las competencias?",15,deportes,facil,todos,nueva,,,trivial2b
483,¿Cuál es la capital de Suiza?,Berna,geografia,media,tiziano,sabia,,2026-03-17,generada
604,¿Qué se conmemora el 20 de junio en Argentina?,Día de la Bandera (fallecimiento de Manuel Belgrano),historia_argentina,facil,todos,nueva,,,generada
571,¿Qué establece la primera ley de Newton (ley de inercia)?,Un cuerpo permanece en reposo o movimiento rectilíneo uniforme si no actúa una fuerza externa,ciencia,media,santiago,nueva,,,generada
658,¿Qué héroe mató al Minotauro en el laberinto?,Teseo,mitologia,media,marcos,nueva,,,generada
225,¿En qué año se declaró la independencia de Argentina?,1816,historia_argentina,facil,todos,nueva,,,preguntados_utn
477,¿Cuál es la capital de Laos?,Vientián,geografia,dificil,tiziano,nueva,,,generada
278,¿En qué país se encuentra la Gran Barrera de Coral?,Australia,geografia,facil,todos,nueva,,,opentriviaqa
12,¿Que es la sucesión ecológica?,La maduración del ecosistema,ciencia,facil,todos,nueva,,,trivial2b
429,¿Quién escribió 'La Odisea'?,Homero,literatura,facil,todos,sabia,,2026-03-17,opentriviaqa
609,¿Quién fue Mariano Moreno?,Secretario de la Primera Junta y fundador de la Gazeta de Buenos Aires,historia_argentina,media,todos,nueva,,,generada
386,¿Qué tipo de enlace químico comparten los átomos de una molécula de agua?,Enlace covalente,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
640,¿Qué filósofo del lenguaje escribió el 'Tractatus Logico-Philosophicus'?,Ludwig Wittgenstein,filosofia,media,marcos,nueva,,,generada
303,¿En qué año llegó el hombre a la Luna?,1969,historia_universal,facil,todos,nueva,,,opentriviaqa
318,¿En qué año Constantinopla cayó en manos de los otomanos?,1453,historia_universal,media,marcos,nueva,,,opentriviaqa
199,�Qui�n fue el primer presidente que present� una dimisi�n de la historia de Estados Unidos?,Richard Nixon,historia_universal,facil,todos,nueva,,,trivial2b
246,¿Cuál es la capital de Turquía?,Ankara,geografia,media,tiziano,sabia,,2026-03-17,opentriviaqa
565,¿Cuál es el planeta más pequeño del Sistema Solar?,Mercurio,ciencia,media,santiago,sabia,,2026-03-17,generada
133,La capital de Brasil es ...,Brasilia,geografia,facil,todos,nueva,,,trivial2b
587,¿Qué elemento químico tiene el número atómico 1?,Hidrógeno,ciencia,facil,todos,nueva,,,generada
51,"�En qu� edici�n de los Juegos Ol�mpicos obtuvo la medalla de oro en 400 m vallas, el dominicano F�lix S�nchez?",Atenas 2004,deportes,facil,todos,nueva,,,trivial2b
506,¿Qué dos países europeos son completamente rodeados por otro país?,San Marino y Ciudad del Vaticano (por Italia),geografia,dificil,tiziano,sabia,,2026-03-17,generada
315,¿En qué año comenzó la Guerra Fría?,1947,historia_universal,media,marcos,nueva,,,opentriviaqa
112,�Qui�n es Koji Kondo en relaci�n a S�per Mario Bross?,El creador de la BSO,otro,facil,todos,nueva,,,trivial2b
654,¿Qué titán robó el fuego de los dioses para dárselo a los humanos?,Prometeo,mitologia,facil,todos,nueva,,,generada
427,¿Quién escribió '1984'?,George Orwell,literatura,facil,todos,nueva,,,opentriviaqa
121,En la serie de animada de Heidi �de que raza de pero es Niebla?,San Bernardo,otro,facil,todos,nueva,,,trivial2b
395,¿Quién compuso las Cuatro Estaciones?,Antonio Vivaldi,musica,facil,todos,nueva,,,opentriviaqa
96,En la serie Hora De Aventuras �como se llama Marseline cuando se convierte en chico?,Marshall Lee,otro,facil,todos,nueva,,,trivial2b
485,¿Cuál es el río más largo de América del Norte?,Misisipi-Misuri,geografia,media,tiziano,nueva,,,generada
431,¿Quién escribió 'Crimen y castigo'?,Fiódor Dostoyevski,literatura,media,marcos,nueva,,,opentriviaqa
444,¿Quién escribió 'Fausto'?,Johann Wolfgang von Goethe,literatura,media,marcos,no_sabia,,2026-03-17,opentriviaqa
605,¿Qué se conmemora el 17 de agosto en Argentina?,Paso a la Inmortalidad del General José de San Martín,historia_argentina,facil,todos,nueva,,,generada
624,¿Qué filósofo dijo que el arjé era el aire?,Anaxímenes,filosofia,dificil,marcos,nueva,,,generada
527,¿Cómo se llama el miedo irracional a las arañas?,Aracnofobia,terminologia,facil,todos,nueva,,,generada
432,¿Quién escribió 'El Aleph'?,Jorge Luis Borges,literatura,facil,todos,nueva,,,opentriviaqa
556,¿Cuál es el símbolo químico del estaño?,Sn,ciencia,dificil,santiago,nueva,,,generada
226,¿Cuál es la montaña más alta de Argentina?,Aconcagua,historia_argentina,facil,todos,nueva,,,preguntados_utn
602,¿Qué se conmemora el 25 de mayo en Argentina?,La Revolución de Mayo de 1810 (Primer Gobierno Patrio),historia_argentina,facil,todos,nueva,,,generada
379,¿Qué estructura celular contiene el material genético?,Núcleo,ciencia,facil,todos,nueva,,,opentriviaqa
514,¿Qué país centroamericano es el más grande en superficie?,Nicaragua,geografia,dificil,tiziano,nueva,,,generada
269,¿Cuál es el río más largo de Asia?,Yangtsé,geografia,media,tiziano,nueva,,,opentriviaqa
11,¿Que es la biodiversidad o riqueza de un ecosistema?,El número de especies,ciencia,facil,todos,nueva,,,trivial2b
559,¿Cuál es el símbolo químico del cobre?,Cu,ciencia,media,santiago,no_sabia,,2026-03-17,generada
353,¿Qué planeta es conocido como el planeta rojo?,Marte,ciencia,facil,todos,nueva,,,opentriviaqa
534,¿Cómo se llama el miedo a los payasos?,Coulrofobia,terminologia,media,santiago,sabia,,2026-03-17,generada
384,¿Qué planeta tiene los anillos más visibles del Sistema Solar?,Saturno,ciencia,facil,todos,nueva,,,opentriviaqa
27,¿En que lugar de la Tierra se ha de estar para no verse influido por la fuerza gravitacional?,En el centro,ciencia,facil,todos,nueva,,,trivial2b
238,¿Cuál es la capital de Grecia?,Atenas,geografia,facil,todos,nueva,,,opentriviaqa
288,¿Cuál es el río más largo de África?,Nilo,geografia,facil,todos,nueva,,,opentriviaqa
127,"�A qu� pel�cula de Disney pertenece la canci�n ""Un mundo ideal""?",Aladd�n,otro,facil,todos,nueva,,,trivial2b
639,¿Qué filósofo escribió 'El Capital'?,Karl Marx,filosofia,facil,todos,nueva,,,generada
115,�?Como se llama el reino por el que se mueven Mario Bross y sus amigos?,Reino Champi��n,otro,facil,todos,nueva,,,trivial2b
166,�En qu� pa�s se encuentra el r�o Arkansas?,Estados Unidos,geografia,facil,todos,nueva,,,trivial2b
153,�Sobre qu� mar tiene sus costas N�ger?,Ninguno,geografia,facil,todos,nueva,,,trivial2b
171,�Cu�l es el pa�s m�s peque�o de Centroam�rica?,El Salvador,geografia,facil,todos,nueva,,,trivial2b
94,En la serie Hora De Aventuras �De qui�n est� enamorado Finn?,Princesa Llama,otro,facil,todos,nueva,,,trivial2b
82,"�Qu� atleta italiano gan� la medalla de oro en los 200 metros llanos, en los Juegos Ol�mpicos de Roma de 1960?",Livio Berruti,deportes,facil,todos,nueva,,,trivial2b
581,¿Qué número atómico tiene el carbono?,6,ciencia,media,santiago,sabia,,2026-03-17,generada
107,En la serie de Phineas y Ferb que construyen en el primer d�a de vacaciones?,Una monta�a rusa,otro,facil,todos,no_sabia,,2026-03-17,trivial2b
137,La capital de Chile es...,Santiago,geografia,facil,todos,nueva,,,trivial2b
435,¿Quién escribió 'Madame Bovary'?,Gustave Flaubert,literatura,media,marcos,nueva,,,opentriviaqa
656,¿Qué criatura mitad hombre mitad toro vivía en el laberinto de Creta?,Minotauro,mitologia,facil,todos,nueva,,,generada
119,�Qui�n puso la voz de Mickey Mouse los primeros a�os de vida del personaje?,Walt Disney,otro,facil,todos,nueva,,,trivial2b
493,¿Cómo se llama a los habitantes de Río de Janeiro?,Cariocas,geografia,media,tiziano,nueva,,,generada
460,¿Qué religión celebra el Hanukkah?,Judaísmo,otro,facil,todos,nueva,,,opentriviaqa
215,"�Qu� emperador romano convoc� al concilio de Nicea, en el a�o 325?",Odoacro,historia_universal,facil,todos,nueva,,,trivial2b
178,�Cuanto lleg� a medir el gigante de Altzo?,2.4 metros,historia_universal,facil,todos,nueva,,,trivial2b
142,La capital de Croacia es...,Zagreb,geografia,facil,todos,nueva,,,trivial2b
224,"¿Quién es considerado el ""Padre de la Patria"" en Argentina?",José de San Martín,historia_argentina,facil,todos,nueva,,,preguntados_utn
99,En la serie Hora De Aventuras �que otro animal sale en todos los cap�tulos aparte de Jake?,Un caracol saludando,otro,facil,todos,nueva,,,trivial2b
644,¿Qué filósofo desarrolló el concepto de 'superhombre' (Übermensch)?,Friedrich Nietzsche,filosofia,media,marcos,nueva,,,generada
108,En la serie de Pokemon �a que pokemon evoluciona Dratini?,Dragonair,otro,facil,todos,nueva,,,trivial2b
66,�Con qu� nombre es conocido el Himno Paral�mpico?,Himno del futuro,deportes,facil,todos,nueva,,,trivial2b
490,¿Cuál es la montaña más alta de Oceanía?,Puncak Jaya,geografia,dificil,tiziano,nueva,,,generada
125,�Qui�n es la mascota de SEGA?,Sonic,otro,facil,todos,nueva,,,trivial2b
401,¿Quién es conocido como el 'Rey del Pop'?,Michael Jackson,musica,facil,todos,nueva,,,opentriviaqa
488,¿Cuál es la montaña más alta de América?,Aconcagua,geografia,facil,todos,nueva,,,generada
537,¿Qué estudia la ornitología?,Las aves,terminologia,media,santiago,nueva,,,generada
612,¿En qué año se sancionó la primera Constitución Nacional Argentina?,1853,historia_argentina,media,todos,nueva,,,generada
255,¿En qué océano se encuentra Madagascar?,Océano Índico,geografia,media,tiziano,nueva,,,opentriviaqa
291,¿Cuál es la capital de Dinamarca?,Copenhague,geografia,facil,todos,nueva,,,opentriviaqa
271,¿Cuál es la capital de Nueva Zelanda?,Wellington,geografia,media,tiziano,nueva,,,opentriviaqa
363,¿Qué científica descubrió la radiactividad junto con su esposo Pierre?,Marie Curie,ciencia,facil,todos,nueva,,,opentriviaqa
622,¿Qué filósofo presocrático propuso que la realidad es inmutable y el cambio es ilusión?,Parménides,filosofia,media,marcos,nueva,,,generada
387,¿Cuál es la galaxia más cercana a la Vía Láctea (de gran tamaño)?,Andrómeda,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
501,¿Qué canal conecta el Mar Mediterráneo con el Mar Rojo?,Canal de Suez,geografia,facil,todos,no_sabia,,2026-03-17,generada
420,¿Quién compuso 'La consagración de la primavera'?,Ígor Stravinski,musica,dificil,tiziano,nueva,,,opentriviaqa
505,¿Qué país de América del Sur no tiene salida al mar además de Bolivia?,Paraguay,geografia,media,tiziano,nueva,,,generada
26,"¿Debajo de que árbol se encontraba Newton cuando, según la leyenda, descubrió la ley de la gravedad?",Manzano,ciencia,facil,todos,nueva,,,trivial2b
412,¿Quién fue el vocalista de Queen?,Freddie Mercury,musica,facil,todos,nueva,,,opentriviaqa
88,En la serie Hora De Aventuras �Cuantos hijos tiene Jake?,Ninguna es correcta,otro,facil,todos,nueva,,,trivial2b
210,�Cu�l de estos pa�ses NO firm� la Paz de Breda en 1667?,Grecia,historia_universal,facil,todos,nueva,,,trivial2b
44,¿Como se formó la Tierra?,Por un proceso de acreción gravitatoria,ciencia,facil,todos,nueva,,,trivial2b
327,¿En qué año Colón llegó a América?,1492,historia_universal,facil,todos,nueva,,,opentriviaqa
606,¿Qué se conmemora el 2 de abril en Argentina?,Día del Veterano y de los Caídos en la Guerra de Malvinas,historia_argentina,facil,todos,nueva,,,generada
547,¿Qué instrumento se usa para medir la velocidad del viento?,Anemómetro,terminologia,media,santiago,nueva,,,generada
254,¿Qué país tiene forma de bota?,Italia,geografia,facil,todos,nueva,,,opentriviaqa
627,¿Qué filósofo distinguió entre acto y potencia?,Aristóteles,filosofia,media,marcos,sabia,,2026-03-17,generada
593,"¿Qué presidente argentino creó el voto secreto, universal y obligatorio?","Roque Sáenz Peña (Ley Sáenz Peña, 1912)",historia_argentina,media,todos,nueva,,,generada
361,¿Qué vitamina produce el cuerpo al exponerse al sol?,Vitamina D,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
502,¿Qué estrecho conecta el Mar Negro con el Mar de Mármara?,Estrecho del Bósforo,geografia,media,tiziano,nueva,,,generada
662,¿Qué héroe mató a Medusa?,Perseo,mitologia,media,marcos,nueva,,,generada
37,¿Que instrumento mide la presión atmosférica?,Barómetro,ciencia,facil,todos,sabia,,2026-03-17,trivial2b
146,�En que cordillera se encuentra el monte Everest?,Himalaya,geografia,facil,todos,nueva,,,trivial2b
470,¿Cuál es la capital de Myanmar (Birmania)?,Naipyidó (Naypyidaw),geografia,dificil,tiziano,nueva,,,generada
81,�Qu� mascotas fueron escogidas para los juegos paral�mpicos 2014?,Rayo de sol y mu�eco de nieve,deportes,facil,todos,nueva,,,trivial2b
540,¿Qué estudia la micología?,Los hongos,terminologia,dificil,santiago,no_sabia,,2026-03-17,generada
407,¿Cuál es el registro vocal femenino más agudo?,Soprano,musica,media,tiziano,sabia,,2026-03-17,opentriviaqa
141,La capital de Costa de Marfil es...,Yamusukro,geografia,facil,todos,nueva,,,trivial2b
219,"�Qu� rey Borb�n promulg� el edicto de Nantes en 1598, que favorec�a la tolerancia hacia los hugonotes o protestantes?",Enrique IV,historia_universal,facil,todos,nueva,,,trivial2b
626,¿Cómo se llama la teoría de Platón sobre las realidades perfectas e inmutables?,Teoría de las Ideas (o de las Formas),filosofia,media,marcos,nueva,,,generada
93,En la serie Hora De Aventuras �Como se llama el episodio donde Jake conoce a los padres de Lady Arco�ris?,Los suegros,otro,facil,todos,nueva,,,trivial2b
575,¿Qué tipo de molécula son las enzimas?,Proteínas,ciencia,media,santiago,nueva,,,generada
28,"La gravedad es una de las ""fuerzas fundamentales"" que considera la Física moderna. ¿Cuantas son en total?",4,ciencia,facil,todos,nueva,,,trivial2b
549,¿Qué instrumento se usa para medir ángulos en topografía y navegación?,Teodolito (o sextante en navegación),terminologia,dificil,santiago,nueva,,,generada
466,¿Qué Papa convocó el Concilio Vaticano II?,Juan XXIII,otro,dificil,todos,nueva,,,opentriviaqa
388,¿Qué gas liberan las plantas durante la fotosíntesis?,Oxígeno,ciencia,facil,todos,nueva,,,opentriviaqa
394,¿Cuál es la unidad de medida de la corriente eléctrica?,Amperio,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
660,¿Cuál era el punto débil de Aquiles?,Su talón,mitologia,facil,todos,nueva,,,generada
157,�Cu�l es el principal r�o de Hungr�a?,Tisza,geografia,facil,todos,nueva,,,trivial2b
97,"En la serie Hora De Aventuras, cuando la princesa lodo le dice a Finn que quiere casarse con �l, �que le dice Jake para quitarle esa idea de la cabeza?",Que Finn se mea encima todo el rato,otro,facil,todos,nueva,,,trivial2b
251,¿Cuál es el río más largo de Europa?,Volga,geografia,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
391,¿Qué mide el sismógrafo?,Movimientos sísmicos (terremotos),ciencia,facil,todos,nueva,,,opentriviaqa
369,¿Qué teoría propuso Charles Darwin?,La teoría de la evolución por selección natural,ciencia,facil,todos,nueva,,,opentriviaqa
367,¿Quién inventó la bombilla eléctrica?,Thomas Edison,ciencia,facil,todos,nueva,,,opentriviaqa
50,�Cu�ntos animales fueron las mascotas en los Juegos de Pek�n 2008?,5,deportes,facil,todos,nueva,,,trivial2b
544,¿Qué estudia la heráldica?,Los escudos de armas y blasones,terminologia,media,santiago,nueva,,,generada
398,¿Cuántas cuerdas tiene una guitarra clásica?,6,musica,facil,todos,nueva,,,opentriviaqa
18,¿Que es el pistilo de una flor?,El verticilo fértil femenino,ciencia,facil,todos,nueva,,,trivial2b
348,¿Qué gas es esencial para la respiración humana?,Oxígeno,ciencia,facil,todos,nueva,,,opentriviaqa
461,¿Cuántos mandamientos recibió Moisés según la tradición judeocristiana?,10,otro,facil,todos,nueva,,,opentriviaqa
43,¿Que edad se calculo que presente nuestro planeta?,4.600 millones de años,ciencia,facil,todos,sabia,,2026-03-17,trivial2b
441,¿Quién escribió 'El amor en los tiempos del cólera'?,Gabriel García Márquez,literatura,facil,todos,nueva,,,opentriviaqa
89,En la serie Hora De Aventuras �Como se llama el coraz�n del Rey Helado?,Ricardio,otro,facil,todos,nueva,,,trivial2b
2,¿Cuanto tarda la Tierra en dar una vuelta completa alrededor del sol?,365 días,ciencia,facil,todos,sabia,,2026-03-17,trivial2b
618,¿Quién fue Eva Perón?,"Esposa de Juan Domingo Perón y líder social, impulsora del voto femenino",historia_argentina,facil,todos,nueva,,,generada
300,¿En qué año se produjo la Revolución Francesa?,1789,historia_universal,facil,todos,nueva,,,opentriviaqa
614,¿Qué estableció la reforma constitucional de 1994 respecto al presidente?,Mandato de 4 años con posibilidad de reelección inmediata por un período,historia_argentina,media,todos,nueva,,,generada
403,¿Quién compuso la ópera 'La Flauta Mágica'?,Wolfgang Amadeus Mozart,musica,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
463,¿Qué religión tiene la mayor cantidad de seguidores en el mundo?,Cristianismo,otro,facil,todos,nueva,,,opentriviaqa
557,¿Cuál es el símbolo químico de la plata?,Ag,ciencia,media,santiago,no_sabia,,2026-03-17,generada
228,¿Qué músico argentino fue el líder de la banda Soda Stereo?,Gustavo Cerati,historia_argentina,facil,todos,nueva,,,preguntados_utn
668,¿Quién era Gea en la mitología griega?,La diosa primordial de la Tierra,mitologia,media,marcos,sabia,,2026-03-17,generada
302,¿Quién fue el líder de la Alemania nazi?,Adolf Hitler,historia_universal,facil,todos,sabia,,2026-03-17,opentriviaqa
194,�C�mo se conoce a la persecuci�n sufrida por artistas norteamericanos por su posible afiliaci�n al partido comunista?,Caza de brujas,historia_universal,facil,todos,nueva,,,trivial2b
329,¿Quién fue Alejandro Magno?,Rey de Macedonia que conquistó un vasto imperio,historia_universal,facil,todos,nueva,,,opentriviaqa
574,¿Qué ácido nucleico lleva la información genética del núcleo al ribosoma?,ARN mensajero (ARNm),ciencia,media,santiago,sabia,,2026-03-17,generada
161,�Cu�l es el mayor r�o que fluye por Brasil?,Amazonas,geografia,facil,todos,nueva,,,trivial2b
65,�Cu�l es la ciudad griega que dio inicio al transporte de la antorcha ol�mpica?,Olimpia,deportes,facil,todos,nueva,,,trivial2b
77,�Cu�nto debe pesar el disco en la disciplina ol�mpica de Lanzamiento de disco?,2,deportes,facil,todos,nueva,,,trivial2b
655,¿Qué abrió Pandora que liberó todos los males al mundo?,Una caja (o jarra/pithos),mitologia,facil,todos,nueva,,,generada
41,El elemento presente en todos los compuestos orgánicos es el...,Carbono,ciencia,facil,todos,nueva,,,trivial2b
446,¿Quién pintó 'La noche estrellada'?,Vincent van Gogh,arte,facil,todos,nueva,,,opentriviaqa
410,¿Quién compuso el 'Bolero'?,Maurice Ravel,musica,media,tiziano,nueva,,,opentriviaqa
408,¿Qué cantante argentino es conocido como 'El Flaco'?,Luis Alberto Spinetta,musica,media,tiziano,sabia,,2026-03-17,opentriviaqa
320,¿Quién fue Cleopatra?,Última reina del Antiguo Egipto (dinastía ptolemaica),historia_universal,facil,todos,nueva,,,opentriviaqa
47,En el sistema de puntos ol�mpicos �cu�ntos puntos se concede por cada medalla de bronce obtenida en una prueba?,4,deportes,facil,todos,nueva,,,trivial2b
124,"�C�mo se llamaba el personaje que interpretaba John Travolta en ""Grease""?",Danny Zuko,otro,facil,todos,nueva,,,trivial2b
183,�Qui�nes eran los shogunes?,Dictadores militares en el Jap�n medieval,historia_universal,facil,todos,nueva,,,trivial2b
371,¿Qué tipo de estrella es el Sol?,Enana amarilla (tipo G),ciencia,media,santiago,no_sabia,,2026-03-17,opentriviaqa
370,¿Cuántos planetas tiene el Sistema Solar?,8,ciencia,facil,todos,nueva,,,opentriviaqa
248,¿Cuál es la capital de Canadá?,Ottawa,geografia,media,tiziano,nueva,,,opentriviaqa
247,¿Cuál es la capital de Vietnam?,Hanói,geografia,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
333,¿En qué siglo se produjo el Renacimiento?,Siglos XV y XVI,historia_universal,media,marcos,nueva,,,opentriviaqa
438,¿Quién escribió 'Guerra y paz'?,León Tolstói,literatura,media,marcos,nueva,,,opentriviaqa
625,¿Cuál es el método filosófico asociado a Sócrates?,La mayéutica (diálogo e interrogación),filosofia,media,marcos,sabia,,2026-03-17,generada
227,¿En qué año murió Eva Perón?,1952,historia_argentina,facil,todos,nueva,,,preguntados_utn
24,¿Que han de tener dos objetos para que entre ellos exista gravedad?,Masa,ciencia,facil,todos,nueva,,,trivial2b
134,La capital de Bulgaria es...,Sof�a,geografia,facil,todos,nueva,,,trivial2b
475,¿Cuál es la capital de Kazajistán?,Astaná,geografia,dificil,tiziano,nueva,,,generada
561,¿Cuál es la función principal de los glóbulos rojos?,Transportar oxígeno,ciencia,facil,todos,sabia,,2026-03-17,generada
197,De acuerdo al antiguo testamento �Cu�l es el nombre de la esposa de David y madre del rey Salom�n?,Betsab�,historia_universal,facil,todos,no_sabia,,2026-03-17,trivial2b
313,¿Qué evento histórico ocurrió el 11 de septiembre de 2001?,Atentados terroristas contra las Torres Gemelas,historia_universal,facil,todos,nueva,,,opentriviaqa
399,¿Qué instrumento tocaba Louis Armstrong?,Trompeta,musica,media,tiziano,nueva,,,opentriviaqa
583,¿Qué propiedad mide el pH?,La acidez o alcalinidad de una solución,ciencia,facil,todos,nueva,,,generada
143,La capital de Cuba es...,Habana,geografia,facil,todos,nueva,,,trivial2b
623,¿Qué filósofo presocrático desarrolló la teoría atomista?,Demócrito (y Leucipo),filosofia,media,marcos,sabia,,2026-03-17,generada
347,¿Cuál es la velocidad de la luz en el vacío (aproximadamente)?,300.000 km/s,ciencia,media,santiago,nueva,,,opentriviaqa
586,¿Cuál es la unidad de medida de la frecuencia?,Hertz (Hz),ciencia,facil,todos,nueva,,,generada
543,¿Qué estudia la vexilología?,Las banderas,terminologia,dificil,santiago,nueva,,,generada
117,�E la m�sica de que compositor se bas� Disney para realizar la pel�cula El aprendiz de brujo?,Dukas,otro,facil,todos,nueva,,,trivial2b
229,¿Cuál es el deporte más popular en Argentina?,Fútbol,historia_argentina,facil,todos,nueva,,,preguntados_utn
468,¿Qué significa la palabra 'Islam'?,Sumisión (a Dios),otro,media,todos,nueva,,,opentriviaqa
274,¿En qué país se encuentra el lago Titicaca además de Perú?,Bolivia,geografia,media,tiziano,nueva,,,opentriviaqa
620,¿Qué filósofo presocrático afirmó que 'todo fluye' (panta rei)?,Heráclito,filosofia,media,marcos,sabia,,2026-03-17,generada
104,En la serie de los Simpsons �cuantos hijos tienen Homer y Marge?,3,otro,facil,todos,sabia,,2026-03-17,trivial2b
617,¿En qué año renunció el presidente Fernando de la Rúa?,2001,historia_argentina,facil,todos,nueva,,,generada
250,¿En qué continente se encuentra el desierto del Sahara?,África,geografia,facil,todos,nueva,,,opentriviaqa
201,"De acuerdo a la historiograf�a alemana �qu� imperio desarrollado entre el 800 y 1806, equivaldr�a al I Reich?",Sacro imperio romano germ�nico,historia_universal,facil,todos,nueva,,,trivial2b
546,¿Qué instrumento se usa para medir la humedad relativa del aire?,Higrómetro,terminologia,media,santiago,nueva,,,generada
554,¿Cuál es el símbolo químico del hierro?,Fe,ciencia,media,santiago,nueva,,,generada
235,¿Cuál es la capital de Afganistán?,Kabul,geografia,media,tiziano,nueva,,,opentriviaqa
64,�C�mo se llamaba el �guila que fue mascota en los Juegos Ol�mpicos de Los �ngeles 1984?,Sam,deportes,facil,todos,nueva,,,trivial2b
